SaleID,Time,DrugID,DrugName,DrugClass,Price,ExpDate,Quantity
12005849,04-02-2023 10:33,D0079,Bisacodyl,Oncology,84,2023-09,8
12005849,04-02-2023 10:33,D0033,Mirtazapine,Antiviral,158,2023-10,9
12005849,04-02-2023 10:33,D0036,Famotidine,Antihistamine,87,2023-07,9
12005849,04-02-2023 10:33,D0033,Levothyroxine,Oncology,31,2023-10,4
12005849,04-02-2023 10:33,D0059,Venlafaxine,Dermatological,58,2023-07,4
12005850,04-02-2023 10:34,D0047,Ezetimibe,Psychotropic,140,2023-09,6
12005850,04-02-2023 10:34,D0077,Digoxin,Antibiotic,186,2023-10,7
12005851,04-02-2023 10:35,D0051,Olmesartan,Analgesic,170,2023-06,2
12005851,04-02-2023 10:35,D0091,Metformin,Analgesic,56,2023-10,9
12005851,04-02-2023 10:35,D0032,Esomeprazole,Gastrointestinal,138,2023-07,6
12005851,04-02-2023 10:35,D0056,Zolpidem,Antifungal,122,2023-10,4
12005851,04-02-2023 10:35,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-05,10
12005852,04-02-2023 10:36,D0083,Pioglitazone,Diabetes,129,2023-12,6
12005852,04-02-2023 10:36,D0018,Bimatoprost,Oncology,66,2023-09,2
12005852,04-02-2023 10:36,D0052,Cephalexin,Antibiotic,64,2023-06,7
12005852,04-02-2023 10:36,D0093,Galantamine,Immunosuppressant,165,2023-07,10
12005852,04-02-2023 10:36,D0085,Pantoprazole,Immunosuppressant,50,2023-06,4
12005853,04-02-2023 10:37,D0091,Ranitidine,Diabetes,185,2023-09,4
12005854,04-02-2023 10:38,D0068,Aripiprazole,Hormonal,183,2023-07,5
12005854,04-02-2023 10:38,D0067,Clindamycin,Respiratory,189,2023-09,10
12005854,04-02-2023 10:38,D0091,Metformin,Analgesic,56,2024-02,5
12005854,04-02-2023 10:38,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-08,2
12005855,04-02-2023 10:39,D0005,Brimonidine,Hormonal,156,2023-08,2
12005855,04-02-2023 10:39,D0077,Digoxin,Antibiotic,186,2023-06,4
12005855,04-02-2023 10:39,D0060,Rosuvastatin,Psychotropic,86,2023-07,2
12005855,04-02-2023 10:39,D0060,Lamotrigine,Antihistamine,166,2023-11,10
12005855,04-02-2023 10:39,D0015,Cyclobenzaprine,Immunosuppressant,138,2023-12,3
12005856,04-02-2023 10:40,D0030,Hydrochlorothiazide,Cardiovascular,164,2024-03,3
12005856,04-02-2023 10:40,D0023,Nitroglycerin,Oncology,144,2023-12,7
12005856,04-02-2023 10:40,D0099,Omeprazole,Psychotropic,116,2023-05,5
12005857,04-02-2023 10:41,D0058,Losartan,Psychotropic,126,2024-02,9
12005857,04-02-2023 10:41,D0008,Levofloxacin,Analgesic,150,2023-10,7
12005857,04-02-2023 10:41,D0079,Topiramate,Hormonal,29,2024-02,8
12005858,04-02-2023 10:42,D0052,Cephalexin,Antibiotic,64,2024-03,8
12005859,04-02-2023 10:43,D0030,Montelukast,Dermatological,93,2023-09,9
12005859,04-02-2023 10:43,D0005,Brimonidine,Hormonal,156,2023-07,2
12005859,04-02-2023 10:43,D0013,Travoprost,Dermatological,198,2023-09,3
12005859,04-02-2023 10:43,D0060,Lamotrigine,Antihistamine,166,2023-11,3
12005859,04-02-2023 10:43,D0064,Azithromycin,Psychotropic,191,2023-12,1
12005860,04-02-2023 10:44,D0088,Furosemide,Hormonal,138,2023-11,1
12005860,04-02-2023 10:44,D0091,Ranitidine,Diabetes,185,2023-11,8
12005860,04-02-2023 10:44,D0085,Rivastigmine,Hormonal,72,2023-09,4
12005860,04-02-2023 10:44,D0091,Metformin,Analgesic,56,2023-11,4
12005861,04-02-2023 10:45,D0018,Bimatoprost,Oncology,66,2024-03,9
12005861,04-02-2023 10:45,D0075,Risperidone,Antibiotic,129,2023-08,10
12005861,04-02-2023 10:45,D0083,Pioglitazone,Diabetes,129,2023-06,10
12005861,04-02-2023 10:45,D0093,Galantamine,Immunosuppressant,165,2024-03,7
12005862,04-02-2023 10:46,D0021,Atorvastatin,Immunosuppressant,70,2023-09,4
12005863,04-02-2023 10:47,D0091,Metformin,Analgesic,56,2023-11,7
12005863,04-02-2023 10:47,D0069,Linagliptin,Diabetes,78,2023-10,3
12005863,04-02-2023 10:47,D0080,Carvedilol,Antifungal,176,2023-07,7
12005863,04-02-2023 10:47,D0059,Sertraline,Diabetes,200,2023-05,5
12005864,04-02-2023 10:48,D0092,Timolol,Respiratory,169,2023-08,7
12005864,04-02-2023 10:48,D0091,Ranitidine,Diabetes,185,2023-06,7
12005864,04-02-2023 10:48,D0030,Allopurinol,Gastrointestinal,123,2024-02,10
12005864,04-02-2023 10:48,D0021,Atorvastatin,Immunosuppressant,70,2024-01,5
12005865,04-02-2023 10:49,D0064,Azithromycin,Psychotropic,191,2023-05,1
12005865,04-02-2023 10:49,D0095,Valsartan,Oncology,44,2023-08,4
12005866,04-02-2023 10:50,D0029,Alprazolam,Analgesic,141,2023-12,6
12005866,04-02-2023 10:50,D0026,Senna,Immunosuppressant,46,2023-10,10
12005867,04-02-2023 10:51,D0071,Insulin Glargine,Dermatological,46,2023-06,7
12005867,04-02-2023 10:51,D0033,Levothyroxine,Oncology,31,2023-08,9
12005868,04-02-2023 10:52,D0051,Ciprofloxacin,Psychotropic,106,2024-03,7
12005868,04-02-2023 10:52,D0029,Oxycodone,Cardiovascular,87,2024-03,6
12005869,04-02-2023 10:53,D0081,Propranolol,Gastrointestinal,140,2023-06,3
12005869,04-02-2023 10:53,D0030,Allopurinol,Gastrointestinal,123,2024-03,5
12005869,04-02-2023 10:53,D0068,Tetracycline,Immunosuppressant,149,2023-06,7
12005870,04-02-2023 10:54,D0093,Docusate,Neurological,70,2023-07,1
12005870,04-02-2023 10:54,D0067,Clindamycin,Respiratory,189,2023-10,8
12005871,04-02-2023 10:55,D0059,Sertraline,Diabetes,200,2024-03,6
12005871,04-02-2023 10:55,D0049,Metoprolol,Diabetes,66,2023-12,3
12005871,04-02-2023 10:55,D0066,Latanoprost,Psychotropic,177,2024-03,1
12005871,04-02-2023 10:55,D0093,Docusate,Neurological,70,2023-06,6
12005871,04-02-2023 10:55,D0001,Amlodipine,Antiviral,160,2023-10,9
12005872,04-02-2023 10:56,D0052,Cephalexin,Antibiotic,64,2023-11,1
12005872,04-02-2023 10:56,D0013,Travoprost,Dermatological,198,2023-05,6
12005872,04-02-2023 10:56,D0060,Rosuvastatin,Psychotropic,86,2024-01,8
12005873,04-02-2023 10:57,D0029,Nebivolol,Immunosuppressant,79,2024-02,4
12005873,04-02-2023 10:57,D0004,Duloxetine,Neurological,156,2023-11,2
12005873,04-02-2023 10:57,D0058,Losartan,Psychotropic,126,2023-07,1
12005873,04-02-2023 10:57,D0019,Warfarin,Antibiotic,28,2023-12,10
12005874,04-02-2023 10:58,D0048,Citalopram,Immunosuppressant,187,2023-06,4
12005874,04-02-2023 10:58,D0095,Tiagabine,Respiratory,96,2023-09,6
12005874,04-02-2023 10:58,D0056,Lactulose,Hormonal,184,2023-08,10
12005874,04-02-2023 10:58,D0073,Quetiapine,Oncology,41,2023-07,1
12005875,04-02-2023 10:59,D0051,Ciprofloxacin,Psychotropic,106,2023-06,7
12005875,04-02-2023 10:59,D0018,Simvastatin,Respiratory,124,2024-01,4
12005876,04-02-2023 11:00,D0033,Mirtazapine,Antiviral,158,2023-12,9
12005876,04-02-2023 11:00,D0056,Lactulose,Hormonal,184,2024-01,1
12005877,04-02-2023 11:01,D0083,Acetaminophen,Neurological,75,2023-12,10
12005877,04-02-2023 11:01,D0047,Ezetimibe,Psychotropic,140,2023-05,10
12005877,04-02-2023 11:01,D0052,Cephalexin,Antibiotic,64,2023-05,6
12005877,04-02-2023 11:01,D0012,Ibuprofen,Gastrointestinal,84,2023-09,7
12005877,04-02-2023 11:01,D0091,Ranitidine,Diabetes,185,2023-09,3
12005878,04-02-2023 11:02,D0034,Naproxen,Respiratory,50,2023-09,1
12005878,04-02-2023 11:02,D0073,Quetiapine,Oncology,41,2023-05,4
12005879,04-02-2023 11:03,D0083,Gabapentin,Analgesic,170,2023-07,3
12005879,04-02-2023 11:03,D0095,Valsartan,Oncology,44,2024-02,9
12005879,04-02-2023 11:03,D0073,Quetiapine,Oncology,41,2023-07,8
12005880,04-02-2023 11:04,D0010,Pravastatin,Dermatological,62,2023-12,7
12005880,04-02-2023 11:04,D0032,Esomeprazole,Gastrointestinal,138,2023-10,6
12005880,04-02-2023 11:04,D0088,Furosemide,Hormonal,138,2024-01,5
12005881,04-02-2023 11:05,D0059,Sertraline,Diabetes,200,2023-06,7
12005881,04-02-2023 11:05,D0085,Pantoprazole,Immunosuppressant,50,2023-09,6
12005882,04-02-2023 11:06,D0088,Fluoxetine,Antihistamine,56,2023-08,6
12005882,04-02-2023 11:06,D0056,Lactulose,Hormonal,184,2023-05,1
12005882,04-02-2023 11:06,D0042,Saxagliptin,Antibiotic,189,2023-08,6
12005883,04-02-2023 11:07,D0019,Warfarin,Antibiotic,28,2024-02,5
12005883,04-02-2023 11:07,D0060,Lamotrigine,Antihistamine,166,2023-07,3
12005884,04-02-2023 11:08,D0056,Lactulose,Hormonal,184,2023-09,4
12005884,04-02-2023 11:08,D0080,Carvedilol,Antifungal,176,2023-11,9
12005885,04-02-2023 11:09,D0029,Alprazolam,Analgesic,141,2023-07,9
12005885,04-02-2023 11:09,D0019,Amiodarone,Psychotropic,127,2023-07,10
12005885,04-02-2023 11:09,D0030,Allopurinol,Gastrointestinal,123,2023-05,7
12005885,04-02-2023 11:09,D0049,Donepezil,Antiviral,184,2023-09,8
12005886,04-02-2023 11:10,D0091,Ranitidine,Diabetes,185,2024-02,1
12005886,04-02-2023 11:10,D0095,Valsartan,Oncology,44,2024-01,7
12005886,04-02-2023 11:10,D0029,Alprazolam,Analgesic,141,2023-09,5
12005886,04-02-2023 11:10,D0001,Amlodipine,Antiviral,160,2023-11,5
12005886,04-02-2023 11:10,D0064,Azithromycin,Psychotropic,191,2023-12,9
12005887,04-02-2023 11:11,D0064,Azithromycin,Psychotropic,191,2023-08,3
12005888,04-02-2023 11:12,D0083,Gabapentin,Analgesic,170,2024-03,3
12005888,04-02-2023 11:12,D0079,Bisacodyl,Oncology,84,2023-06,6
12005888,04-02-2023 11:12,D0093,Lisinopril,Antiviral,164,2023-06,10
12005888,04-02-2023 11:12,D0092,Timolol,Respiratory,169,2023-05,3
12005889,04-02-2023 11:13,D0036,Famotidine,Antihistamine,87,2024-02,7
12005889,04-02-2023 11:13,D0091,Ranitidine,Diabetes,185,2023-10,5
12005889,04-02-2023 11:13,D0083,Pioglitazone,Diabetes,129,2023-12,1
12005890,04-02-2023 11:14,D0028,Dorzolamide,Immunosuppressant,28,2023-06,9
12005890,04-02-2023 11:14,D0024,Lubiprostone,Gastrointestinal,27,2023-08,2
12005890,04-02-2023 11:14,D0058,Losartan,Psychotropic,126,2023-07,4
12005891,04-02-2023 11:15,D0099,Omeprazole,Psychotropic,116,2024-01,8
12005891,04-02-2023 11:15,D0077,Digoxin,Antibiotic,186,2024-03,9
12005891,04-02-2023 11:15,D0019,Warfarin,Antibiotic,28,2023-10,1
12005892,04-02-2023 11:16,D0051,Ciprofloxacin,Psychotropic,106,2023-07,4
12005892,04-02-2023 11:16,D0095,Valsartan,Oncology,44,2023-06,1
12005892,04-02-2023 11:16,D0019,Amiodarone,Psychotropic,127,2023-11,4
12005892,04-02-2023 11:16,D0060,Rosuvastatin,Psychotropic,86,2023-12,7
12005892,04-02-2023 11:16,D0029,Meloxicam,Antifungal,128,2023-12,10
12005893,04-02-2023 11:17,D0051,Ciprofloxacin,Psychotropic,106,2024-03,8
12005893,04-02-2023 11:17,D0034,Naproxen,Respiratory,50,2023-05,6
12005893,04-02-2023 11:17,D0049,Metoprolol,Diabetes,66,2024-02,5
12005893,04-02-2023 11:17,D0005,Brimonidine,Hormonal,156,2023-09,4
12005894,04-02-2023 11:18,D0075,Risperidone,Antibiotic,129,2024-01,7
12005894,04-02-2023 11:18,D0006,Escitalopram,Diabetes,110,2024-03,9
12005894,04-02-2023 11:18,D0056,Zolpidem,Antifungal,122,2023-09,6
12005894,04-02-2023 11:18,D0083,Gabapentin,Analgesic,170,2023-07,6
12005895,04-02-2023 11:19,D0047,Ezetimibe,Psychotropic,140,2023-11,4
12005895,04-02-2023 11:19,D0067,Clindamycin,Respiratory,189,2024-02,5
12005896,04-02-2023 11:20,D0032,Esomeprazole,Gastrointestinal,138,2023-08,4
12005896,04-02-2023 11:20,D0067,Clindamycin,Respiratory,189,2023-06,2
12005896,04-02-2023 11:20,D0019,Warfarin,Antibiotic,28,2023-12,10
12005897,04-02-2023 11:21,D0093,Docusate,Neurological,70,2023-06,8
12005897,04-02-2023 11:21,D0066,Latanoprost,Psychotropic,177,2023-05,6
12005897,04-02-2023 11:21,D0079,Bisacodyl,Oncology,84,2023-10,6
12005897,04-02-2023 11:21,D0005,Brimonidine,Hormonal,156,2023-12,2
12005898,04-02-2023 11:22,D0049,Donepezil,Antiviral,184,2024-01,1
12005898,04-02-2023 11:22,D0023,Nitroglycerin,Oncology,144,2023-06,10
12005898,04-02-2023 11:22,D0018,Simvastatin,Respiratory,124,2023-12,4
12005898,04-02-2023 11:22,D0093,Galantamine,Immunosuppressant,165,2024-02,1
12005899,04-02-2023 11:23,D0049,Donepezil,Antiviral,184,2023-10,3
12005899,04-02-2023 11:23,D0018,Bimatoprost,Oncology,66,2023-06,8
12005899,04-02-2023 11:23,D0050,Lansoprazole,Analgesic,34,2023-12,2
12005899,04-02-2023 11:23,D0015,Cyclobenzaprine,Immunosuppressant,138,2023-07,9
12005899,04-02-2023 11:23,D0059,Sertraline,Diabetes,200,2023-09,9
12005900,04-02-2023 11:24,D0075,Diclofenac,Neurological,148,2023-07,5
12005901,04-02-2023 11:25,D0019,Warfarin,Antibiotic,28,2023-12,4
12005901,04-02-2023 11:25,D0018,Bimatoprost,Oncology,66,2024-01,8
12005901,04-02-2023 11:25,D0085,Pantoprazole,Immunosuppressant,50,2023-07,3
12005902,04-02-2023 11:26,D0034,Memantine,Cardiovascular,142,2023-07,4
12005903,04-02-2023 11:27,D0008,Levofloxacin,Analgesic,150,2023-09,4
12005903,04-02-2023 11:27,D0051,Olmesartan,Analgesic,170,2023-11,3
12005903,04-02-2023 11:27,D0059,Sertraline,Diabetes,200,2024-02,4
12005903,04-02-2023 11:27,D0032,Esomeprazole,Gastrointestinal,138,2023-09,5
12005903,04-02-2023 11:27,D0052,Cephalexin,Antibiotic,64,2023-09,3
12005904,04-02-2023 11:28,D0023,Nitroglycerin,Oncology,144,2023-05,2
12005904,04-02-2023 11:28,D0093,Galantamine,Immunosuppressant,165,2023-07,5
12005904,04-02-2023 11:28,D0095,Tiagabine,Respiratory,96,2023-07,1
12005904,04-02-2023 11:28,D0029,Oxycodone,Cardiovascular,87,2024-02,2
12005905,04-02-2023 11:29,D0068,Aripiprazole,Hormonal,183,2023-07,6
12005905,04-02-2023 11:29,D0092,Timolol,Respiratory,169,2023-07,10
12005905,04-02-2023 11:29,D0019,Warfarin,Antibiotic,28,2024-03,3
12005905,04-02-2023 11:29,D0073,Doxycycline,Cardiovascular,188,2023-09,9
12005906,04-02-2023 11:30,D0071,Insulin Glargine,Dermatological,46,2023-08,6
12005907,04-02-2023 11:31,D0012,Ibuprofen,Gastrointestinal,84,2023-07,5
12005907,04-02-2023 11:31,D0083,Acetaminophen,Neurological,75,2023-09,10
12005908,04-02-2023 11:32,D0088,Furosemide,Hormonal,138,2023-06,7
12005908,04-02-2023 11:32,D0068,Tetracycline,Immunosuppressant,149,2024-02,5
12005909,04-02-2023 11:33,D0093,Galantamine,Immunosuppressant,165,2024-03,5
12005909,04-02-2023 11:33,D0083,Acetaminophen,Neurological,75,2023-11,2
12005910,04-02-2023 11:34,D0080,Carvedilol,Antifungal,176,2023-09,3
12005910,04-02-2023 11:34,D0003,Glipizide,Dermatological,97,2024-03,4
12005910,04-02-2023 11:34,D0083,Acetaminophen,Neurological,75,2023-07,1
12005910,04-02-2023 11:34,D0019,Amiodarone,Psychotropic,127,2023-07,6
12005911,04-02-2023 11:35,D0036,Famotidine,Antihistamine,87,2023-12,9
12005911,04-02-2023 11:35,D0004,Duloxetine,Neurological,156,2023-09,2
12005912,04-02-2023 11:36,D0062,Prednisone,Antihistamine,75,2024-03,9
12005913,04-02-2023 11:37,D0077,Digoxin,Antibiotic,186,2023-05,2
12005913,04-02-2023 11:37,D0050,Lansoprazole,Analgesic,34,2024-03,1
12005914,04-02-2023 11:38,D0091,Metformin,Analgesic,56,2023-07,1
12005914,04-02-2023 11:38,D0057,Nizatidine,Cardiovascular,50,2023-06,10
12005914,04-02-2023 11:38,D0085,Rivastigmine,Hormonal,72,2024-01,7
12005914,04-02-2023 11:38,D0088,Fluoxetine,Antihistamine,56,2023-11,1
12005914,04-02-2023 11:38,D0099,Omeprazole,Psychotropic,116,2023-09,2
12005915,04-02-2023 11:39,D0095,Tiagabine,Respiratory,96,2023-06,9
12005915,04-02-2023 11:39,D0099,Omeprazole,Psychotropic,116,2023-06,8
12005916,04-02-2023 11:40,D0004,Levetiracetam,Immunosuppressant,184,2023-06,7
12005916,04-02-2023 11:40,D0068,Tetracycline,Immunosuppressant,149,2024-01,8
12005916,04-02-2023 11:40,D0032,Esomeprazole,Gastrointestinal,138,2023-08,10
12005917,04-02-2023 11:41,D0059,Sertraline,Diabetes,200,2023-08,8
12005917,04-02-2023 11:41,D0060,Rosuvastatin,Psychotropic,86,2023-12,3
12005917,04-02-2023 11:41,D0065,Trazodone,Psychotropic,45,2023-08,5
12005918,04-02-2023 11:42,D0095,Tiagabine,Respiratory,96,2024-01,3
12005918,04-02-2023 11:42,D0026,Senna,Immunosuppressant,46,2023-06,4
12005919,04-02-2023 11:43,D0023,Nitroglycerin,Oncology,144,2024-03,7
12005920,04-02-2023 11:44,D0013,Travoprost,Dermatological,198,2024-02,3
12005921,04-02-2023 11:45,D0036,Famotidine,Antihistamine,87,2023-06,9
12005921,04-02-2023 11:45,D0010,Pravastatin,Dermatological,62,2024-02,8
12005921,04-02-2023 11:45,D0056,Lactulose,Hormonal,184,2024-02,8
12005921,04-02-2023 11:45,D0049,Donepezil,Antiviral,184,2023-10,4
12005922,04-02-2023 11:46,D0060,Lamotrigine,Antihistamine,166,2023-07,9
12005922,04-02-2023 11:46,D0068,Tetracycline,Immunosuppressant,149,2023-07,7
12005922,04-02-2023 11:46,D0028,Dorzolamide,Immunosuppressant,28,2023-09,1
12005923,04-02-2023 11:47,D0033,Levothyroxine,Oncology,31,2023-12,7
12005923,04-02-2023 11:47,D0051,Olmesartan,Analgesic,170,2023-10,6
12005924,04-02-2023 11:48,D0069,Linagliptin,Diabetes,78,2023-05,3
12005924,04-02-2023 11:48,D0088,Bupropion,Respiratory,27,2024-03,1
12005924,04-02-2023 11:48,D0079,Topiramate,Hormonal,29,2023-10,7
12005924,04-02-2023 11:48,D0024,Irbesartan,Immunosuppressant,102,2023-12,9
12005924,04-02-2023 11:48,D0073,Doxycycline,Cardiovascular,188,2023-08,8
12005925,04-02-2023 11:49,D0012,Ibuprofen,Gastrointestinal,84,2024-02,6
12005925,04-02-2023 11:49,D0003,Glipizide,Dermatological,97,2023-08,1
12005925,04-02-2023 11:49,D0019,Amiodarone,Psychotropic,127,2023-07,9
12005925,04-02-2023 11:49,D0064,Azithromycin,Psychotropic,191,2023-07,4
12005926,04-02-2023 11:50,D0021,Atorvastatin,Immunosuppressant,70,2023-05,2
12005926,04-02-2023 11:50,D0048,Citalopram,Immunosuppressant,187,2023-06,6
12005926,04-02-2023 11:50,D0076,Enalapril,Antiviral,112,2023-10,6
12005926,04-02-2023 11:50,D0059,Venlafaxine,Dermatological,58,2024-04,5
12005926,04-02-2023 11:50,D0018,Bimatoprost,Oncology,66,2024-01,4
12005927,04-02-2023 11:51,D0059,Venlafaxine,Dermatological,58,2023-07,7
12005927,04-02-2023 11:51,D0010,Pravastatin,Dermatological,62,2023-07,10
12005928,04-02-2023 11:52,D0019,Amiodarone,Psychotropic,127,2023-08,1
12005928,04-02-2023 11:52,D0004,Levetiracetam,Immunosuppressant,184,2024-01,5
12005929,04-02-2023 11:53,D0079,Bisacodyl,Oncology,84,2024-03,1
12005929,04-02-2023 11:53,D0048,Citalopram,Immunosuppressant,187,2023-11,2
12005929,04-02-2023 11:53,D0010,Pravastatin,Dermatological,62,2023-09,10
12005929,04-02-2023 11:53,D0024,Lubiprostone,Gastrointestinal,27,2023-10,1
12005929,04-02-2023 11:53,D0085,Pantoprazole,Immunosuppressant,50,2023-12,2
12005930,04-02-2023 11:54,D0088,Furosemide,Hormonal,138,2024-03,9
12005930,04-02-2023 11:54,D0034,Memantine,Cardiovascular,142,2023-06,8
12005930,04-02-2023 11:54,D0075,Risperidone,Antibiotic,129,2023-05,7
12005931,04-02-2023 11:55,D0010,Pravastatin,Dermatological,62,2023-09,8
12005931,04-02-2023 11:55,D0047,Ezetimibe,Psychotropic,140,2024-02,4
12005932,04-02-2023 11:56,D0079,Topiramate,Hormonal,29,2023-12,4
12005933,04-02-2023 11:57,D0033,Cetirizine,Respiratory,193,2023-11,9
12005933,04-02-2023 11:57,D0093,Lisinopril,Antiviral,164,2023-11,3
12005933,04-02-2023 11:57,D0092,Timolol,Respiratory,169,2023-11,3
12005933,04-02-2023 11:57,D0006,Escitalopram,Diabetes,110,2023-06,9
12005934,04-02-2023 11:58,D0001,Amlodipine,Antiviral,160,2024-03,3
12005934,04-02-2023 11:58,D0063,Selegiline,Neurological,82,2023-11,4
12005934,04-02-2023 11:58,D0093,Docusate,Neurological,70,2023-08,7
12005935,04-02-2023 11:59,D0093,Galantamine,Immunosuppressant,165,2023-09,2
12005936,04-02-2023 12:00,D0083,Pioglitazone,Diabetes,129,2023-06,8
12005937,04-02-2023 12:01,D0080,Carvedilol,Antifungal,176,2023-06,6
12005937,04-02-2023 12:01,D0042,Saxagliptin,Antibiotic,189,2023-07,6
12005937,04-02-2023 12:01,D0023,Nitroglycerin,Oncology,144,2023-08,3
12005938,04-02-2023 12:02,D0058,Losartan,Psychotropic,126,2024-03,2
12005938,04-02-2023 12:02,D0018,Simvastatin,Respiratory,124,2024-03,2
12005938,04-02-2023 12:02,D0056,Zolpidem,Antifungal,122,2024-01,8
12005938,04-02-2023 12:02,D0010,Pravastatin,Dermatological,62,2024-01,1
12005939,04-02-2023 12:03,D0100,Sitagliptin,Psychotropic,194,2023-05,9
12005939,04-02-2023 12:03,D0066,Latanoprost,Psychotropic,177,2023-05,8
12005939,04-02-2023 12:03,D0008,Levofloxacin,Analgesic,150,2023-07,8
12005940,04-02-2023 12:04,D0059,Sertraline,Diabetes,200,2023-06,2
12005940,04-02-2023 12:04,D0034,Memantine,Cardiovascular,142,2023-08,2
12005940,04-02-2023 12:04,D0085,Rivastigmine,Hormonal,72,2023-12,4
12005940,04-02-2023 12:04,D0018,Bimatoprost,Oncology,66,2024-03,2
12005940,04-02-2023 12:04,D0033,Mirtazapine,Antiviral,158,2023-09,10
12005941,04-02-2023 12:05,D0065,Trazodone,Psychotropic,45,2024-03,4
12005941,04-02-2023 12:05,D0010,Tramadol,Oncology,43,2024-01,8
12005942,04-02-2023 12:06,D0033,Mirtazapine,Antiviral,158,2023-12,8
12005943,04-02-2023 12:07,D0071,Fenofibrate,Hormonal,115,2023-12,10
12005943,04-02-2023 12:07,D0075,Risperidone,Antibiotic,129,2023-11,7
12005943,04-02-2023 12:07,D0034,Naproxen,Respiratory,50,2023-12,10
12005943,04-02-2023 12:07,D0080,Carvedilol,Antifungal,176,2023-06,4
12005944,04-02-2023 12:08,D0091,Ranitidine,Diabetes,185,2023-10,3
12005944,04-02-2023 12:08,D0085,Pantoprazole,Immunosuppressant,50,2023-05,1
12005944,04-02-2023 12:08,D0010,Tramadol,Oncology,43,2023-10,6
12005945,04-02-2023 12:09,D0080,Carvedilol,Antifungal,176,2024-02,10
12005945,04-02-2023 12:09,D0088,Fluoxetine,Antihistamine,56,2023-12,6
12005945,04-02-2023 12:09,D0085,Pantoprazole,Immunosuppressant,50,2023-06,9
12005946,04-02-2023 12:10,D0026,Senna,Immunosuppressant,46,2023-06,9
12005947,04-02-2023 12:11,D0015,Cyclobenzaprine,Immunosuppressant,138,2024-02,4
12005947,04-02-2023 12:11,D0003,Glipizide,Dermatological,97,2024-01,1
12005947,04-02-2023 12:11,D0030,Montelukast,Dermatological,93,2024-01,7
12005948,04-02-2023 12:12,D0062,Prednisone,Antihistamine,75,2023-07,4
12005948,04-02-2023 12:12,D0056,Lactulose,Hormonal,184,2024-02,6
12005948,04-02-2023 12:12,D0048,Citalopram,Immunosuppressant,187,2023-07,2
12005949,04-02-2023 12:13,D0019,Warfarin,Antibiotic,28,2024-01,8
12005949,04-02-2023 12:13,D0023,Nitroglycerin,Oncology,144,2023-09,10
12005949,04-02-2023 12:13,D0004,Duloxetine,Neurological,156,2024-02,9
12005950,04-02-2023 12:14,D0019,Amiodarone,Psychotropic,127,2023-09,8
12005951,04-02-2023 12:15,D0051,Ciprofloxacin,Psychotropic,106,2023-11,4
12005951,04-02-2023 12:15,D0095,Valsartan,Oncology,44,2023-05,9
12005951,04-02-2023 12:15,D0085,Pantoprazole,Immunosuppressant,50,2023-11,7
12005952,04-02-2023 12:16,D0047,Ezetimibe,Psychotropic,140,2023-10,3
12005952,04-02-2023 12:16,D0003,Glipizide,Dermatological,97,2023-10,8
12005952,04-02-2023 12:16,D0057,Nizatidine,Cardiovascular,50,2023-07,8
12005952,04-02-2023 12:16,D0099,Omeprazole,Psychotropic,116,2023-05,8
12005952,04-02-2023 12:16,D0033,Cetirizine,Respiratory,193,2023-11,6
12005953,04-02-2023 12:17,D0076,Enalapril,Antiviral,112,2024-01,8
12005953,04-02-2023 12:17,D0018,Simvastatin,Respiratory,124,2024-03,8
12005954,04-02-2023 12:18,D0085,Pantoprazole,Immunosuppressant,50,2023-08,6
12005955,04-02-2023 12:19,D0029,Oxycodone,Cardiovascular,87,2023-08,7
12005956,04-02-2023 12:20,D0071,Fenofibrate,Hormonal,115,2023-09,7
12005957,04-02-2023 12:21,D0021,Atorvastatin,Immunosuppressant,70,2023-05,6
12005957,04-02-2023 12:21,D0073,Doxycycline,Cardiovascular,188,2023-12,1
12005957,04-02-2023 12:21,D0098,Tamsulosin,Oncology,122,2023-09,10
12005957,04-02-2023 12:21,D0006,Escitalopram,Diabetes,110,2023-09,2
12005957,04-02-2023 12:21,D0034,Naproxen,Respiratory,50,2023-05,8
12005958,04-02-2023 12:22,D0095,Tiagabine,Respiratory,96,2023-09,5
12005958,04-02-2023 12:22,D0093,Docusate,Neurological,70,2024-03,8
12005958,04-02-2023 12:22,D0069,Linagliptin,Diabetes,78,2023-08,3
12005958,04-02-2023 12:22,D0092,Timolol,Respiratory,169,2023-07,2
12005958,04-02-2023 12:22,D0093,Galantamine,Immunosuppressant,165,2024-02,8
12005959,04-02-2023 12:23,D0010,Pravastatin,Dermatological,62,2024-02,4
12005959,04-02-2023 12:23,D0029,Nebivolol,Immunosuppressant,79,2023-06,10
12005959,04-02-2023 12:23,D0093,Galantamine,Immunosuppressant,165,2023-06,3
12005960,04-02-2023 12:24,D0070,Sildenafil,Hormonal,39,2023-07,8
12005960,04-02-2023 12:24,D0047,Ezetimibe,Psychotropic,140,2023-06,4
12005961,04-02-2023 12:25,D0030,Allopurinol,Gastrointestinal,123,2024-03,2
12005962,04-02-2023 12:26,D0062,Prednisone,Antihistamine,75,2024-02,5
12005962,04-02-2023 12:26,D0081,Propranolol,Gastrointestinal,140,2023-09,10
12005963,04-02-2023 12:27,D0099,Omeprazole,Psychotropic,116,2023-07,1
